carID,year,is_automatic,fuel_efficiency_score,engineSize,brand_avg_engineSize,mileage,ohe_mileage_category_Very Low,is_recent_car,ohe_transmission_Semi-Auto,tax_efficiency,brand_avg_age,mpg,ohe_Brand_Opel,tax,ohe_mileage_category_Medium,ohe_model_ C Class,tax_to_engine_ratio,ohe_Brand_Ford,ohe_model_ Corsa,ohe_model_ Fiesta
59459,-0.5007556252210346,-0.8542214865006129,1.888715598076394,-1.2040798404152249,-0.8041393902062143,0.3326095876382698,0.0,-1.459832601908087,0.0,1.6139451336274069,0.849409210455262,0.6959595550967147,1.0,-1.797551718305031,0.0,0.0,-0.162321135827524,0.0,0.0,0.0
49082,-0.0347770388585262,-0.8542214865006129,-0.3081017789142558,0.6061566355008184,-0.7570569555974535,1.9521667460875332,0.0,0.6850100475170516,0.0,-0.0340436876139138,-2.2632631128837266,0.8157614863800724,0.0,0.381822728544713,1.0,0.0,-0.4498259184856258,0.0,0.0,0.0
14425,-4.228584316121101,1.170656575376698,-1.0952350410281697,0.6061566355008184,1.6589509064372554,3.212951603312605,0.0,-1.459832601908087,0.0,-1.1216924402384685,0.1180280962076856,-1.066840290929827,0.0,1.880142660753912,1.0,0.0,0.2943041072176965,0.0,0.0,0.0
13190,0.8971801338664904,1.170656575376698,-0.7338693161486002,0.6061566355008184,1.6589509064372554,-0.5828615336425718,0.0,0.6850100475170516,1.0,-0.4407456244244292,0.1180280962076856,-0.2025549295284644,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,0.0,0.0,0.0
60655,0.8971801338664904,-0.8542214865006129,0.0663828336672123,-0.8420325452320163,-0.8041393902062143,-1.0234005916786033,1.0,0.6850100475170516,0.0,-0.6970703745150899,0.849409210455262,-0.8443509899750209,1.0,0.381822728544713,0.0,0.0,1.185005198589855,0.0,0.0,0.0
30694,-0.5007556252210346,-0.8542214865006129,0.6328802571582864,-0.8420325452320163,-0.9966998275598702,-0.5449844323923831,0.0,-1.459832601908087,0.0,-0.075465767228565,0.917080992449696,-0.0314093134093827,0.0,-0.2992317860958319,0.0,0.0,0.6212703306327929,1.0,0.0,1.0
8216,-0.0347770388585262,1.170656575376698,-0.1971875465254772,0.6061566355008184,1.6589509064372554,-0.4237876629518976,0.0,0.6850100475170516,1.0,0.0719038757568923,0.1180280962076856,1.0810371913646486,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,0.0,0.0,0.0
41290,-0.0347770388585262,1.170656575376698,-0.6798603888563683,0.7871802830924229,1.3323191511632102,-0.004800227572018,0.0,0.6850100475170516,1.0,-0.297203764373659,-1.0668141505077695,0.1568508643216074,0.0,0.381822728544713,0.0,0.0,-0.5665995697053029,0.0,0.0,0.0
27881,-1.4327127979460512,-0.8542214865006129,-0.6327942495362453,-0.1179379548655987,-0.9966998275598702,1.6975788710616266,0.0,-1.459832601908087,0.0,-0.9036836579215012,0.917080992449696,-0.9042519556166992,0.0,1.062877243185258,1.0,0.0,0.5860369013854763,1.0,0.0,0.0
73511,1.3631587202289988,-0.8542214865006129,-1.0952350410281697,0.6061566355008184,-0.1700511180032066,-1.03151355817503,1.0,0.6850100475170516,0.0,-0.7859296212131854,-0.8636631269927955,-1.066840290929827,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,0.0,0.0,0.0
16202,-0.9667342115835428,-0.8542214865006129,-0.6623117468655171,0.6061566355008184,-0.9966998275598702,0.1123151722199582,0.0,-1.459832601908087,0.0,-0.3723923577335862,0.917080992449696,-0.0314093134093827,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,1.0,0.0,0.0
6433,0.8971801338664904,1.170656575376698,-0.8626729408581495,0.6061566355008184,0.9329827870016134,-0.8171918788277076,1.0,0.6850100475170516,1.0,-0.5637815044679462,-0.0243538079915737,-0.510617038542811,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,0.0,0.0,0.0
59648,-0.5007556252210346,-0.8542214865006129,2.873029717770359,-1.3851034880068291,-0.8041393902062143,0.5846092770334148,0.0,-1.459832601908087,0.0,1.987145531084509,0.849409210455262,1.2179536842599146,1.0,-1.797551718305031,0.0,0.0,0.1420956928692897,0.0,0.0,0.0
61496,0.431201547503982,-0.8542214865006129,0.0220852907776846,-0.4799852500488077,-0.8041393902062143,-0.6334306990436122,0.0,0.6850100475170516,0.0,-0.5300605595671304,0.849409210455262,-0.2795704567820511,1.0,0.5520863572048493,0.0,0.0,0.7219372713394113,0.0,0.0,0.0
13681,0.8971801338664904,1.170656575376698,-0.2544336019519435,0.6061566355008184,1.6589509064372554,-0.2738222147694817,0.0,0.6850100475170516,1.0,0.0172212624042181,0.1180280962076856,0.9441206984693836,0.0,0.381822728544713,0.0,0.0,-0.4498259184856258,0.0,0.0,0.0
60643,0.431201547503982,-0.8542214865006129,0.1703116842926422,-0.4799852500488077,-0.8041393902062143,-0.4022858130963372,0.0,0.6850100475170516,0.0,-0.3723923577335862,0.849409210455262,-0.0314093134093827,1.0,0.381822728544713,0.0,0.0,0.6011369424914694,0.0,1.0,0.0
39795,-3.2966271433960843,1.170656575376698,-0.1971875465254772,0.2441093403176099,1.3323191511632102,3.212951603312605,0.0,-1.459832601908087,0.0,-0.297203764373659,-1.0668141505077695,-0.0314093134093827,0.0,0.381822728544713,1.0,1.0,-0.162321135827524,0.0,0.0,0.0
